,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
1945,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,10.0,5.0,1.0,1.0,0.025,2.0,30.0,4.5,2.0,3.0,0.0,1.0,4.0
393,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,1.0,4.0,0.0,5.0,1.0
3919,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,1.0,0.025,1.0,30.0,7.5,3.0,0.0,0.0,0.0,0.0
2053,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,555.4,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.03,3.0,30.0,0.0,2.0,2.0,0.0,3.0,1.0
4177,9.0,84.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
1504,10.0,100.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
2318,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
3632,2.0,80.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,175.0,0.0,0.0,0.0,2.0,1.8,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1612,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,120.0,2.0,2.0,0.0,1.0,0.005,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0
218,1.0,10.0,2805.0,15.58,40.0,10.0,1528.3,20.9,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.8,1.0,0.0,0.0,0.0,0.0
1160,1.0,90.0,2805.0,15.58,2.0,0.05,1660.45,18.0,1.0,-945.1,6.0,8.0,7.0,192.0,120.0,0.0,0.0,0.0,1.0,0.01,1.0,30.0,4.5,1.0,2.0,3.0,0.0,0.0
2084,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,813.0,10.0,18.0,1.0,154.0,72.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
4378,20.0,1.0,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,3.0,5.0,1.0,0.0,5.0
3892,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.03,1.0,29.5,3.0,1.0,0.0,0.0,0.0,0.0
3505,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,168.0,2.0,0.0,0.0,2.0,1.5,1.0,28.0,5.0,2.0,1.0,1.0,0.0,0.0
951,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,7.3,1.0,0.0,0.0,0.0,0.0
4360,40.0,8.0,1528.3,20.63,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,2.0,0.3,1.0,30.0,5.6,2.0,0.0,0.0,0.0,0.0
3193,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,0.0,0.0,1.0,0.0
1629,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,168.0,2.0,2.0,0.0,1.0,0.03,1.0,30.0,6.0,1.0,3.0,0.0,2.0,3.0
1924,2.5,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,316.0,0.0,0.0,0.0,1.0,0.1,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
1900,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,0.0,0.0,1.0,0.0
624,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,60.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
912,2.0,40.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,3.0,2.0,1.0,1.0
2191,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1373,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
2134,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
2234,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4623,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,0.0,15.0,9.0,6.0,285.0,96.0,0.0,0.0,0.0,1.0,0.03,1.0,30.0,5.0,3.0,0.0,0.0,0.0,0.0
1003,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0
396,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,1.0,4.0,0.0,5.0,1.0
449,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,-232.0,19.0853658536585,37.3556910569106,2.0,298.380081300813,72.0,10.0,8.54268292682927,17.0853658536585,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,3.0,1.0
1961,1.0,30.8,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,10.0,5.0,1.0,1.0,0.025,2.0,30.0,4.5,3.0,6.0,0.0,3.0,5.0
4226,7.0,35.0,2342.2,16.0,0.0,0.0,0.0,0.0,7.0,-260.7,5.0,12.0,5.0,152.0,144.0,1.0,0.0,1.0,1.0,0.1,1.0,30.0,6.8,2.0,0.0,0.0,0.0,0.0
4284,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0
2253,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4484,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.16,1.0,0.0,0.0,0.0,0.0
3876,2.5,112.5,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,60.0,12.0,23.4,46.9,1.0,0.5,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
2686,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.05,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0
3412,2.0,19.16,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,0.4,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
170,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,13.0,1.0,8.0,5.0
3676,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,26.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
2342,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
4178,9.0,84.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,5.0,0.0003,1.0,30.0,6.8,1.0,0.0,0.0,0.0,0.0
4557,10.0,50.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,91.0,0.0,0.0,0.0,4.0,4.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0
3700,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,35.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
3162,1.0,8.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,3.0,7.0,0.0,0.0,8.0
3848,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
3105,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1427.7,15.0,24.0,0.0,204.0,72.0,13.0,18.0,17.0,1.0,0.05,1.0,30.0,5.0,3.0,12.0,9.0,1.0,3.0
2711,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,168.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2232,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
2587,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,96.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,5.5,1.0,2.0,0.0,0.0,3.0
3868,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,29.5,5.25,1.0,0.0,0.0,0.0,0.0
1515,25.0,150.0,11193.8736,39.6,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
2569,1.0,20.0,2805.0,15.58,8.0,20.0,2810.4,16.0,4.0,3687.0,40.0,56.0,0.0,536.0,168.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
507,7.0,250.0,2342.2,16.0,1.0,125.0,2805.0,15.58,2.0,-203.2,17.6,33.8,2.0,869.7,117.0,12.0,23.4,46.9,4.0,2.0,2.0,28.0,3.5,1.0,2.0,0.0,1.0,2.0
3164,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,2.0,0.5,1.0,30.0,5.5,1.0,0.0,0.0,0.0,0.0
2850,20.0,100.0,105803.0,6.3,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,230.0,2.0,0.0,-1.0,2.0,2.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,1.0
599,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,8.0,-1085.2,24.0,42.0,21.0,666.0,72.0,3.0,4.0,0.0,1.0,0.2,3.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0
2919,2.0,52.0,1660.45,18.0,0.0,0.0,0.0,0.0,6.0,-1230.7,16.6666666666667,32.0,4.0,296.0,144.0,8.0,7.33333333333333,13.6666666666667,1.0,0.05,1.0,28.0,3.5,2.0,10.0,8.0,3.0,0.0
3024,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,121.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,0.0,2.0,2.0,1.0,1.0,1.0
3554,6.0,20.0,1367.6,29.69,46.0,1e-06,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
3573,6.0,20.0,1367.6,29.69,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
3132,15.0,20.0,2813.0,15.6,0.0,0.0,0.0,0.0,7.0,-252.9,5.0,12.0,5.0,152.0,144.0,3.0,6.0,1.0,1.0,0.05,2.0,30.0,7.2,3.0,0.0,0.0,0.0,0.0
49,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,1.0,2.0
1295,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,0.0,3.0
1029,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
4650,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,262.5,14.0,12.0,3.0,228.0,96.0,0.0,0.0,0.0,5.0,0.004,3.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
1908,2.5,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-515.7,4.0,4.0,4.0,116.0,114.0,0.0,0.0,0.0,4.0,0.6,1.0,30.0,3.8,1.0,0.0,0.0,1.0,0.0
199,7.0,80.0,2342.2,16.0,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,96.0,13.0,18.0,15.0,1.0,0.05,3.0,30.0,0.0,2.0,13.0,1.0,8.0,5.0
3313,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
320,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.04,1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0
3907,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,120.0,2.0,0.0,-1.0,1.0,0.05,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
1981,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,-109.6,21.0,32.0,2.0,316.0,168.0,28.0,18.0,31.0,1.0,0.05,3.0,28.0,0.0,2.0,4.0,1.0,1.0,4.0
888,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
2089,3.0,20.0,1988.0,10.35,5.0,2.0,1165.3,13.2,3.0,813.0,10.0,18.0,1.0,154.0,72.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
4047,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.15,3.0,30.0,6.8,3.0,4.0,1.0,0.0,4.0
1357,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,101.5,14.9826086956522,29.7008695652174,1.0,225.492173913043,66.0,12.0,7.99130434782609,12.9826086956522,1.0,0.01,2.0,30.0,0.0,2.0,1.0,1.0,1.0,0.0
1839,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,264.3,4.0,10.0,1.0,74.0,24.0,6.0,1.0,4.0,1.0,0.05,3.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0
629,1.0,42.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,96.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,4.5,2.0,0.0,1.0,0.0,0.0
348,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,3.0,0.0,4.0,1.0
3155,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,0.0,3.0,5.0,5.0,0.0,1.0
214,1.0,16.0,2805.0,15.58,7.0,24.0,2342.2,16.0,3.0,2815.2,30.0,50.0,0.0,410.0,96.0,10.0,18.0,12.0,1.0,0.05,3.0,30.0,0.0,2.0,13.0,1.0,8.0,5.0
3401,8.0,480.0,2810.4,16.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,144.0,0.0,0.0,0.0,4.0,8.78,1.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
1685,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-168.0,6.0,12.0,4.0,148.0,96.0,3.0,0.0,2.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,1.0,2.0
3172,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,120.0,10.0,5.0,1.0,1.0,0.05,3.0,30.0,6.5,3.0,1.0,0.0,0.0,2.0
1879,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,50.0,13.0,24.0,20.0,5.0,0.0008,3.0,28.0,2.0,2.0,2.0,0.0,1.0,2.0
4318,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
826,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,347.9,17.0,20.0,6.0,376.0,72.0,6.0,1.0,1.0,1.0,0.002,1.0,28.0,0.0,2.0,0.0,0.0,1.0,0.0
2784,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
4450,10.0,10.0,34734.5,40.0,2.0,34.0,1660.45,18.0,2.0,-203.2,17.6,33.8,2.0,869.7,115.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
3756,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,10.0,-63.0,1.0,1.82,0.51,0.0,48.0,0.0,0.0,0.0,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
3652,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,6.0,-218.252100840336,17.5798319327731,33.03081232493,2.0,275.988795518207,20.0,7.0,7.78991596638655,15.5798319327731,1.0,0.1,3.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
2585,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3687.0,40.0,56.0,0.0,536.0,96.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,5.5,1.0,2.0,0.0,1.0,3.0
3213,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,0.0,0.0,0.0,0.0
4657,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,2.0,2.0,2.0,28.0,6.5,3.0,3.0,0.0,0.0,4.0
2855,2.0,240.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,230.0,0.0,0.0,0.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
2455,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
3212,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,72.0,0.0,0.0,0.0,2.0,1.2,1.0,30.0,5.5,1.0,3.0,0.0,4.0,0.0
4624,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,0.0,15.0,9.0,6.0,285.0,96.0,0.0,0.0,0.0,1.0,0.03,1.0,30.0,5.0,3.0,0.0,0.0,0.0,0.0
1742,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
2822,2.0,240.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,230.0,0.0,0.0,0.0,4.0,2.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,1.0
2109,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,161.4,15.0,24.0,0.0,204.0,144.0,10.0,9.0,6.0,1.0,0.04,2.0,30.0,0.0,2.0,2.0,0.0,3.0,1.0
3027,7.0,160.0,2342.2,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,121.0,12.0,23.4,46.9,4.0,1.7,1.0,28.0,3.5,1.0,5.0,1.0,5.0,1.0
2645,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,3.0,1.0,0.0,3.0
2420,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
3159,7.0,20.0,2342.2,16.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,3.0,7.0,0.0,0.0,8.0
2808,2.0,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,146.0,2.0,0.0,-1.0,4.0,3.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
1490,2.0,30.6,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,40.0,12.0,23.4,46.9,5.0,0.0008,1.0,28.0,6.8,1.0,4.0,3.0,1.0,1.0
1787,1.0,175.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,96.0,9.0,6.0,4.0,4.0,2.2,3.0,28.0,5.7,2.0,1.0,0.0,1.0,1.0
938,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,4.08,1.0,0.0,0.0,0.0,0.0
2770,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
1425,10.0,80.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,2.0,5.0,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
855,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,96.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
3276,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
1325,1.0,90.0,2805.0,15.58,2.0,0.05,1660.0,18.0,1.0,-952.0,6.0,8.0,7.0,192.0,120.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,4.5,1.0,0.0,0.0,0.0,0.0
4629,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,0.0,0.0,0.0,1.0,0.025,2.0,30.0,0.0,3.0,4.0,0.0,0.0,5.0
