,Carbon source 1 (category),Carbon source 1 (g/L),Carbon source 1 heat of combustion (kJ/mol),Carbon source 1 heat of combustion (kJ/g),Carbon source 2 (category),Carbon source 2 (g/L),Carbon source 2 heat of combustion (kJ/mol),Carbon source 2 heat of combustion (kJ/g),Product class,Product Gibbs energy of formation in Equilibrator,Number of carbon atoms in the product,Number of hydrogen atoms in the product,Number of oxygen atoms in the product,MW of product (g/mol),Fermentation time (h),Pathway enzymatic steps,ATP cost,NADH or NADPH cost,Reactor type,Cultivation volume (L),Medium type,Temperature,pH,Estimation of N2 levels,Genes modified,Genes deleted,Genes overexpressed,Heterologous genes
2809,2.0,300.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,130.0,2.0,0.0,-1.0,4.0,3.0,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
1691,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-168.0,6.0,12.0,4.0,148.0,96.0,3.0,0.0,2.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,1.0,2.0
1426,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,2.0,5.0,2.0,28.5,3.0,1.0,0.0,0.0,0.0,0.0
4456,10.0,7.0,34734.5,40.0,1.0,15.0,2805.0,15.58,2.0,-203.2,17.6,33.8,2.0,869.7,115.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,6.5,1.0,0.0,0.0,0.0,0.0
1070,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
1089,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,72.0,10.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,3.0,0.0,3.0,2.0
306,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,1425.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.05,2.0,30.0,0.0,1.0,2.0,0.0,2.0,1.0
2619,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,6.0,837.5,10.0,22.0,1.0,158.0,96.0,10.0,5.0,10.0,1.0,0.05,2.0,30.0,0.0,1.0,3.0,1.0,0.0,3.0
3343,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-792.5,6.0,3.0,6.0,171.09,44.0,2.0,0.0,0.0,4.0,3.5,3.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
3399,1.0,480.0,2805.0,15.58,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,144.0,0.0,0.0,0.0,4.0,15.08,1.0,28.0,5.5,3.0,0.0,0.0,0.0,0.0
1248,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,0.0,3.0
2452,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1279,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,6.0,0.0,3.0,4.0
1704,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-168.0,6.0,12.0,4.0,148.0,120.0,3.0,0.0,2.0,1.0,0.05,3.0,30.0,0.0,2.0,8.0,0.0,6.0,3.0
1276,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,3.0,0.0,1.0,3.0
805,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
1967,1.0,40.0,2805.0,15.58,4.0,2.0,874.0,14.55,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,10.0,5.0,1.0,1.0,0.025,3.0,30.0,4.5,1.0,6.0,0.0,3.0,5.0
220,1.0,26.0,2805.0,15.58,40.0,2.0,1528.3,20.9,2.0,-203.2,17.6,33.8,2.0,869.7,152.0,12.0,23.4,46.9,1.0,0.03,1.0,28.0,6.8,1.0,0.0,1.0,0.0,0.0
2040,10.0,44.0,34734.5,40.0,2.5,20.0,1660.0,18.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.1,1.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0
3070,44.0,320.0,2805.0,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.03,1.0,30.0,5.0,3.0,4.0,0.0,0.0,5.0
1588,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,168.0,0.0,0.0,0.0,1.0,0.01,3.0,30.0,6.0,3.0,0.0,1.0,0.0,0.0
517,2.0,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
342,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,2.0,0.0,3.0,1.0
67,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,91.5,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
3321,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,96.0,2.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
2488,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
362,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,96.0,2.0,2.0,0.0,1.0,0.01,1.0,28.0,0.0,2.0,2.0,0.0,3.0,1.0
2671,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,100.0,12.0,23.4,46.9,1.0,0.05,1.0,28.0,0.0,1.0,1.0,0.0,2.0,0.0
2083,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,813.0,10.0,18.0,1.0,154.0,72.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,0.0,2.0,2.0,0.0,2.0,1.0
4652,1.0,961.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,262.5,14.0,12.0,3.0,228.0,144.0,0.0,0.0,0.0,5.0,2.5,1.0,30.0,4.5,3.0,0.0,0.0,0.0,0.0
3048,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,887.7,13.0,20.0,1.0,192.0,288.0,14.0,24.0,20.0,1.0,0.02,3.0,20.0,0.0,2.0,13.0,2.0,9.0,3.0
3307,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-797.0,6.0,3.0,6.0,171.0,96.0,1.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,2.0
1733,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
1652,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,8.0,-296.2,12.0,16.0,7.0,272.0,144.0,8.0,2.0,2.0,1.0,0.03,3.0,30.0,0.0,2.0,4.0,0.0,2.0,3.0
2780,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
2638,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.05,1.0,30.0,0.0,1.0,1.0,0.0,0.0,2.0
78,2.0,60.0,2805.0,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,281.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
4132,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,24.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,4.5,2.0,0.0,0.0,0.0,0.0
2814,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,79.0,2.0,0.0,1.0,2.0,1.5,1.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0
2413,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3154.9,40.0,56.0,1.0,552.0,72.0,14.0,24.0,22.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,2.0,6.0
3946,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,24.0,12.0,23.4,46.9,1.0,0.1,1.0,30.0,4.11,1.0,0.0,0.0,0.0,0.0
201,7.0,120.0,2342.2,16.0,0.0,0.0,0.0,0.0,4.0,-444.9,30.0,52.0,3.0,460.0,144.0,13.0,18.0,15.0,4.0,3.0,3.0,30.0,6.0,2.0,13.0,1.0,8.0,5.0
4238,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,96.0,12.0,23.4,46.9,1.0,0.25,3.0,25.0,6.5,3.0,0.0,0.0,0.0,0.0
1809,2.0,390.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,408.0,0.0,0.0,0.0,4.0,1.5,3.0,28.0,6.0,3.0,1.0,1.0,1.0,0.0
656,2.5,50.325,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,66.0,2.0,0.0,-1.0,2.0,1.0,3.0,28.0,6.0,2.0,0.0,1.0,0.0,0.0
52,1.0,10.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,0.0,1.0,2.0
3888,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-366.5,4.0,10.0,4.0,122.0,168.0,2.0,0.0,-1.0,1.0,0.03,1.0,29.5,3.0,1.0,0.0,0.0,0.0,0.0
4589,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,6.0,164.0,3.0,8.0,0.0,60.1,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,5.89,3.0,3.0,0.0,4.0,0.0
250,9.0,60.0,5643.4,16.5,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,120.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.8,2.0,9.0,7.0,2.0,1.0
589,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,207.2,15.0,24.0,0.0,204.0,120.0,10.0,9.0,6.0,1.0,0.03,3.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
605,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,72.0,12.0,23.4,46.9,1.0,0.2,3.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0
505,7.0,250.0,2342.2,16.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,117.0,12.0,23.4,46.9,4.0,2.0,2.0,28.0,3.5,1.0,2.0,0.0,1.0,2.0
3550,6.0,20.0,1367.6,29.69,46.0,6e-07,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,192.0,0.0,0.0,0.0,1.0,0.05,1.0,30.0,3.5,2.0,0.0,0.0,0.0,0.0
2875,8.0,100.0,2810.4,16.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,230.0,2.0,0.0,1.0,2.0,2.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,1.0
773,2.0,523.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,117.0,0.0,0.0,0.0,4.0,0.6,1.0,28.0,3.8,2.0,0.0,0.0,0.0,0.0
4060,10.0,200.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,4.0,5.0,1.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0
3275,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,0.0,0.0,0.0,1.0
480,1.0,20.0,2805.0,15.58,6.0,3.5505,1370.0,29.7,6.0,-237.483351708931,19.1686879823594,37.2855567805954,2.0,299.309812568908,72.0,10.0,8.58434399117971,17.1686879823594,1.0,0.05,3.0,30.0,0.0,2.0,1.0,1.0,1.0,1.0
3186,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,0.5,1.0,30.0,5.5,1.0,0.0,0.0,0.0,0.0
511,1.0,50.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0
4386,20.0,5.5,105803.0,6.3,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,28.0,0.0,0.0,0.0,5.0,0.002,2.0,28.0,6.8,1.0,5.0,1.0,0.0,5.0
903,2.0,70.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,28.0,0.0,2.0,2.0,2.0,1.0,0.0
1492,2.0,30.6,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,2.0,0.2,1.0,28.0,6.8,1.0,0.0,0.0,0.0,1.0
491,7.0,250.0,2342.2,16.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,117.0,0.0,0.0,0.0,4.0,2.0,2.0,28.0,3.5,1.0,11.0,7.0,3.0,2.0
1530,10.0,100.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,188.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,3.5,3.0,0.0,0.0,0.0,0.0
2772,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,168.0,2.0,0.0,1.0,1.0,0.05,2.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
135,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,72.0,13.0,24.0,20.0,5.0,0.003,3.0,30.0,0.0,2.0,3.0,0.0,1.0,3.0
4,1.0,50.9,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,185.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
2874,8.0,100.0,2810.4,16.0,0.0,0.0,0.0,0.0,7.0,-333.1,6.0,14.0,6.0,182.0,230.0,2.0,0.0,1.0,2.0,2.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,0.0
1868,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,50.0,13.0,24.0,20.0,5.0,0.0008,3.0,28.0,3.5,2.0,2.0,0.0,1.0,2.0
930,2.0,200.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.5,1.0,0.0,0.0,0.0,0.0
215,1.0,8.0,2805.0,15.58,7.0,32.0,2342.2,16.0,3.0,2815.2,30.0,50.0,0.0,410.0,96.0,10.0,18.0,12.0,1.0,0.05,3.0,30.0,0.0,2.0,13.0,1.0,8.0,5.0
4283,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-945.1,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,4.5,1.0,0.0,0.0,0.0,0.0
573,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,3394.8,40.0,56.0,0.0,536.0,96.0,13.0,24.0,20.0,1.0,0.02,3.0,28.0,0.0,2.0,2.0,0.0,1.0,2.0
954,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-238.4,2.0,4.0,2.0,60.0,48.0,2.0,0.0,-1.0,1.0,0.05,3.0,28.0,0.0,2.0,0.0,1.0,0.0,0.0
3794,1.0,61.0,2805.0,15.58,7.0,47.6,2342.2,16.0,2.0,-203.2,17.6,33.8,2.0,869.7,48.0,12.0,23.4,46.9,5.0,0.0005,1.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
744,2.0,150.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,165.0,0.0,0.0,0.0,4.0,0.5,1.0,28.0,5.0,2.0,0.0,0.0,0.0,0.0
1032,2.5,50.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,48.0,0.0,0.0,0.0,4.0,5.0,1.0,28.0,4.5,2.0,0.0,0.0,0.0,0.0
1781,1.0,22.5,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.05,3.0,20.0,7.8,2.0,1.0,0.0,1.0,1.0
3805,2.5,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,72.0,0.0,0.0,0.0,2.0,10.0,1.0,28.0,4.5,1.0,0.0,0.0,0.0,0.0
2575,1.0,20.0,2805.0,15.58,8.0,60.0,2810.4,16.0,4.0,3687.0,40.0,56.0,0.0,536.0,168.0,12.0,24.0,20.0,1.0,0.05,2.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0
3672,2.0,100.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,26.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
1497,9.0,102.0,5643.4,16.5,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,110.0,12.0,23.4,46.9,5.0,0.0008,3.0,28.0,6.8,3.0,0.0,0.0,1.0,1.0
3926,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,10.0,-63.0,1.0,1.82,0.51,0.0,24.0,0.0,0.0,0.0,1.0,0.1,1.0,30.0,6.37,1.0,0.0,0.0,0.0,0.0
1042,1.0,30.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
1731,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
1366,10.0,10.0,34734.5,40.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,144.0,0.0,0.0,0.0,1.0,0.05,2.0,28.5,5.5,1.0,0.0,0.0,0.0,0.0
1999,4.0,3.0,874.0,14.55,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,1.0,0.1,3.0,28.0,10.0,2.0,0.0,0.0,0.0,0.0
3156,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,168.0,12.0,23.4,46.9,1.0,0.05,2.0,28.0,0.0,3.0,5.0,5.0,0.0,1.0
115,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,6.0,0.0,3.0,5.0
4421,1.0,40.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,99.5,5.0,8.0,2.0,100.0,120.0,8.0,4.0,8.0,1.0,0.03,1.0,30.0,0.0,3.0,0.0,8.0,13.0,5.0
1330,1.0,90.0,2805.0,15.58,2.0,0.05,1660.0,18.0,1.0,-945.1,6.0,8.0,7.0,192.0,120.0,0.0,0.0,0.0,1.0,0.01,1.0,30.0,4.5,1.0,0.0,0.0,0.0,0.0
2826,8.0,100.0,2810.4,16.0,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,230.0,0.0,0.0,0.0,2.0,2.0,1.0,30.0,5.0,1.0,0.0,0.0,0.0,1.0
986,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
807,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
4265,43.0,43.6,34734.5,17.9,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0
3335,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,20.0,0.0,0.0,0.0,4.0,3.5,3.0,30.0,0.0,3.0,3.0,0.0,0.0,4.0
1962,1.0,46.2,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,-160.2,15.0,12.0,5.0,272.0,144.0,10.0,5.0,1.0,1.0,0.025,2.0,30.0,4.5,2.0,6.0,0.0,3.0,5.0
620,2.0,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,72.0,0.0,0.0,0.0,1.0,0.2,3.0,28.0,0.0,1.0,2.0,1.0,2.0,0.0
94,2.0,40.0,1660.45,18.0,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,160.0,12.0,23.4,46.9,1.0,0.05,3.0,28.0,6.0,1.0,0.0,1.0,0.0,0.0
824,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,5.0,347.9,17.0,20.0,6.0,376.0,72.0,6.0,1.0,1.0,1.0,0.002,1.0,28.0,0.0,2.0,0.0,0.0,1.0,0.0
1769,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,120.0,9.0,6.0,4.0,1.0,0.03,3.0,30.0,7.5,2.0,1.0,0.0,1.0,1.0
3690,2.0,120.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,43.0,0.0,0.0,0.0,2.0,1.0,3.0,28.0,0.0,3.0,0.0,1.0,0.0,0.0
3314,1.0,100.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-619.9,5.0,6.0,5.0,146.0,96.0,0.0,0.0,0.0,1.0,0.05,3.0,30.0,7.0,3.0,1.0,0.0,0.0,1.0
2963,1.0,160.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,144.0,12.0,23.4,46.9,2.0,1.5,1.0,28.0,3.5,1.0,2.0,2.0,1.0,0.0
2399,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2915.1,40.0,52.0,2.0,564.0,72.0,15.0,24.0,24.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1340,1.0,20.0,2805.0,15.58,4.0,2.0,874.0,14.55,3.0,912.6,13.0,20.0,1.0,192.0,120.0,14.0,24.0,20.0,1.0,0.025,3.0,30.0,0.0,2.0,13.0,0.0,10.0,6.0
1290,1.0,20.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,387.2,30.0,50.0,2.0,442.0,168.0,13.0,18.0,15.0,1.0,0.05,3.0,28.0,0.0,2.0,6.0,0.0,4.0,3.0
563,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,2.0,-203.2,17.6,33.8,2.0,869.7,125.0,12.0,23.4,46.9,1.0,0.04,1.0,30.0,0.0,1.0,3.0,0.0,2.0,2.0
802,2.0,30.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-507.6,4.0,6.0,4.0,118.0,96.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,6.0,3.0,0.0,1.0,0.0,0.0
4315,43.0,43.6,34734.5,17.9,24.0,20.0,5631.6,16.5,1.0,-952.0,6.0,8.0,7.0,192.0,48.0,0.0,0.0,0.0,1.0,0.1,1.0,20.0,5.5,1.0,0.0,0.0,0.0,0.0
2148,1.0,80.0,2805.0,15.58,0.0,0.0,0.0,0.0,4.0,2575.9,40.0,52.0,4.0,596.0,72.0,16.0,24.0,28.0,5.0,0.003,3.0,30.0,0.0,2.0,7.0,0.0,3.0,6.0
1802,10.0,46.5,34734.5,40.0,0.0,0.0,0.0,0.0,3.0,841.0,10.0,16.0,0.0,136.0,216.0,9.0,6.0,4.0,1.0,0.05,3.0,30.0,5.7,2.0,1.0,0.0,1.0,1.0
1027,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0
1023,2.5,20.0,1660.45,18.0,0.0,0.0,0.0,0.0,1.0,-338.1,3.0,4.0,3.0,88.0,144.0,0.0,0.0,0.0,1.0,0.05,1.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0
1662,1.0,60.0,2805.0,15.58,0.0,0.0,0.0,0.0,1.0,-952.0,6.0,8.0,7.0,192.0,192.0,0.0,0.0,0.0,1.0,0.05,2.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0
1631,4.0,30.0,874.0,14.55,0.0,0.0,0.0,0.0,9.0,-134.4,6.0,6.0,3.0,126.0,168.0,2.0,2.0,0.0,1.0,0.03,1.0,30.0,0.0,1.0,2.0,0.0,3.0,1.0
